sample_id,batch_id,reference_measurement_1,reference_measurement_2,reference_measurement_3,reference_measurement_4,reference_measurement_5,reference_measurement_6,phenotype_outcome
B06_S06,batch_06,-0.4530776002477881,0.41793958660016606,-1.203510529860897,-1.3305184837057804,-0.6391249222636789,1.7145980718767715,0
B06_S07,batch_06,-0.3875958039758267,-1.4015675098369713,0.13907313662539364,0.0949494982392774,1.6330757166506207,-2.7348025823706186,1
B06_S08,batch_06,-2.0642455776942525,-2.358017165314982,-0.8668046175745217,0.6189327011927357,-1.0028654376234922,-2.3842320285042504,0
B06_S09,batch_06,0.8202216383767382,0.0026638215760295333,0.6992463597070578,-0.1649445290679286,0.9936422496013322,0.5170308464727297,1
B06_S10,batch_06,-0.3897843183758177,0.8987677953502191,-1.3177374065784688,-1.1914825681083756,-0.49356460441919137,0.991417102615982,0
B06_S11,batch_06,-0.35632084461120417,-0.06858646219369097,1.0222523346672152,-1.175761792600796,-0.6000022127350243,-0.7697037118643949,1
B06_S12,batch_06,0.02957349678688606,-0.1687103159538665,0.6791925544699108,-1.1676681915363436,0.3729947655226621,1.065011287030323,1
B06_S13,batch_06,-0.92374122723926,1.4954271433229447,-0.7783951749467071,-1.9751197078675458,-0.39476800878617857,0.35231270870420306,0
B06_S14,batch_06,-0.5047570891780457,-0.04403776692910883,0.34740838863073903,0.29418415250013863,-0.07122896072390802,1.3498945734162593,0
B06_S15,batch_06,-0.3414285246237855,0.9807129961361313,-0.8023066529689904,-0.20163014274765106,-1.356966801142464,-0.8322887337491841,0
B06_S16,batch_06,0.421111236794831,0.37117446955025435,-0.1998267890445831,-0.4547758884178452,0.263508980977711,0.9040624627028174,0
B06_S17,batch_06,-2.2423411412201957,0.1336709117976092,-0.693629592371101,-0.33182322499896466,-1.0091510474209555,1.2060474565719244,0
B06_S18,batch_06,-0.4061401858934476,0.12851513508366716,-0.3282042935246344,-0.6158801623216357,0.7184904910865341,0.6254195457839314,0
B07_S01,batch_07,0.3107577984975654,-0.3187933912229963,0.11282641085528444,0.543171694177105,-0.08672058147333889,-0.20277809075902425,1
B07_S02,batch_07,-0.32238208227105786,-1.167569490315557,0.04403809800582052,0.1984386412174432,-0.917994425396681,-1.6246237725927792,0
B07_S03,batch_07,-0.30160285641993706,-0.9427265131869886,-0.5226973345817812,0.4750841703474446,-0.621271637343118,-1.9645553521361685,0
B07_S04,batch_07,0.557707969929916,-0.6586694553759024,0.6042126525722425,0.7216340885691952,0.506532373564609,-1.6066435002993087,1
B07_S05,batch_07,-0.7129861386725109,-0.04437736279123006,-1.0419141016586284,1.1188045874437402,1.8908200818760907,0.10209927447958544,1
B07_S06,batch_07,-0.8295587695954854,-1.9422569246675367,1.5442767516886207,-0.713336746112744,-0.15373299150798458,0.8387007404202588,1
B07_S07,batch_07,0.7482012740349544,-1.1750466694972215,0.714112482692672,0.7942436490877838,0.34579819705411313,0.09437115239362115,1
B07_S08,batch_07,-1.7372162862042195,-0.36238852755014306,0.2089609166761414,0.520624228924969,0.8902051770063286,0.7062559818868058,0
B07_S09,batch_07,1.1485905947532855,-0.5259811781725856,-0.7889636490399828,1.0219643199222568,0.8580715398268903,-1.3987614126320742,1
B07_S10,batch_07,-1.1856135969695178,-1.2502194760840428,-0.6209176499689193,-0.3539723340261413,-0.20462032205407749,-0.49662525017915504,0
B07_S11,batch_07,-1.5448717228339797,-1.149573335594639,-1.5949335807710194,0.670127390059913,0.32040456235645515,-0.33885443114697783,0
B07_S12,batch_07,0.8486223106956592,-0.9961981289605363,0.3048985760055572,-0.5987138338074471,0.14486934263875234,0.6350819059654643,1
B07_S13,batch_07,2.0464112836287516,-0.10348258538326793,0.018396383851018296,0.37444497441655883,-0.1742611699029466,0.8853712951460911,1
B07_S14,batch_07,0.8508751011739817,-1.8505836071314339,0.6740293247794327,-0.8712588246875206,-0.4131717215657986,-1.6519375829065042,1
B07_S15,batch_07,-1.587528665507868,-0.7984903559190005,-0.7467564603660202,0.34404339655018334,-0.20058318229844108,-1.250379139826373,0
B07_S16,batch_07,0.16696920624471148,-0.6288154939372447,0.35646846344119537,-2.3138266602835045,-1.2020994870689528,0.34692679893933254,1
B07_S17,batch_07,0.35147072509295674,-0.3971210871513141,0.42207593421851836,-1.5884732314543555,-1.2498629898792744,-0.7376105765611678,1
B07_S18,batch_07,1.8212925588488482,-0.22925095008142454,-0.17580227421841424,0.6600457534432311,-0.8085930413711668,-1.4886206806032454,1
B08_S01,batch_08,-0.15311439839182495,0.41961795456427375,-0.9292183697964705,-0.17337855642480166,0.3368486283127731,0.9176866205536336,0
B08_S02,batch_08,0.5694974417332798,-0.2727507846488284,-2.4661754184295317,-0.3603556783269995,0.6367521817416313,1.0662575766734694,0
B08_S03,batch_08,0.6136600118883854,0.7210198610656771,0.25427213497222995,-0.5259571599484092,-1.5665800573731261,-0.19042350709442815,1
B08_S04,batch_08,2.428799469923376,-0.38861827365086515,1.0814989958270955,-0.20399804064597565,-1.681693572122621,0.011412869795489278,1
B08_S05,batch_08,0.8481213927787996,1.059236057039718,0.9261389251347905,1.8712332853166536,-0.4322857634100796,-0.3881840467736586,1
B08_S06,batch_08,2.5249466291159792,0.5449010404854624,0.7962917448085216,-0.6817863695658688,0.41745594231864597,-0.45195042658933504,1
B08_S07,batch_08,1.225977911867534,1.0647973900821404,-0.08094676681814597,1.127224171348599,-1.5674049164420256,0.0724025377015442,1
B08_S08,batch_08,0.061330637249779996,-0.11658462457091184,0.16026147460554993,-0.6830431392985552,-0.16501644225337225,-1.7985333974954458,0
B08_S09,batch_08,0.7398245581047151,-1.2100117777673374,0.8737458558008876,0.5981685668308646,-2.193473945835493,-0.3381402620573723,1
B08_S10,batch_08,0.7895369671395911,0.8382051872495818,0.40243651773188904,-0.29064514863288354,-1.0526166433137023,-0.8696496622448382,1
B08_S11,batch_08,1.2191130980770932,1.3359764432916952,-0.6391855426474989,0.30143203428539667,-2.969553597674595,0.0062285551896927305,0
B08_S12,batch_08,-0.24103569331709235,-0.7919136483804878,-0.5901825178771599,0.001097028725012661,-1.1492724674472676,-0.08828262625424896,1
B08_S13,batch_08,-0.0541867911031062,0.38305534404258124,-1.8177898421466847,-0.7452690208478374,0.45579917927059016,-0.38065862759358515,0
B08_S14,batch_08,0.2712901586065191,1.088068245104457,-0.4831047100778621,-1.6986689011089084,-0.11398821741741932,0.6468828527165504,0
B08_S15,batch_08,0.3778363396146158,-1.6609467481049294,0.5250005365231255,-0.13233485286760355,-0.5825158780680385,-0.7330926959226967,1
B08_S16,batch_08,-1.4133686625372692,0.12043122152405653,0.4706873113627447,-0.6361201084807697,0.9429377638500791,-0.15359140750135214,0
B08_S17,batch_08,0.5216960050385991,-0.5138113365782355,-0.553458704266683,-0.20600369709249383,0.9740274192277834,0.41601783184893476,1
B08_S18,batch_08,0.3742730181794106,0.8897409071636249,-0.29830133922907165,0.8681326854651843,-0.7986095148432627,0.06894693730846185,0
B09_S01,batch_09,0.17489836271123513,0.8367612998305587,-0.9752372762952288,0.8134900934443832,-1.1648513577389814,-0.17357041997616376,0
B09_S02,batch_09,1.3073492399861437,-0.7400432012914377,-2.184056722508398,0.2131383022353337,-0.062188365980740734,0.23239372362422778,1
B09_S03,batch_09,-0.14503987524350948,0.1990320722577228,2.1288041460626532,0.32183392043360515,0.7439736941903993,0.4063013601052298,1
B09_S04,batch_09,0.14428595638803887,0.7133590809285204,-1.308054706365398,0.4376203416676617,-0.3426589660370228,1.6465762783427487,0
B09_S05,batch_09,0.5496999931365227,0.4655657844267985,-1.7620874016826003,-0.054767701865370944,-0.5453975759454381,-1.333058656245026,0
B09_S06,batch_09,1.6658322994496775,-0.3608101909398439,-0.4560887231153005,0.6957876788195692,-1.568777924395173,0.06644996589497074,1
B09_S07,batch_09,-0.13087815327523433,-0.7391658638386087,-1.5466346234344772,0.015200811636239653,0.5713918287639528,-0.3978746140396453,0
B09_S08,batch_09,-0.9276027516543307,-0.8498995163823782,-0.6451422062682222,1.478421941505471,-0.508815942525588,-1.2029152137794756,0
B09_S09,batch_09,-0.05001608585422568,0.37118691542789783,1.6459286562575486,2.568497126050164,2.2025780318960617,-1.405389482398406,1
B09_S10,batch_09,0.3904462795633001,1.0908442412836916,-0.9528103475386271,0.775348292877267,-0.5334775589909693,0.4372583979516256,0
B09_S11,batch_09,-1.1982539664169383,-0.12062742641064,-0.9328508817202683,2.912766232900855,1.004094874382138,3.8412463518109403,0
B09_S12,batch_09,0.34745554900689235,0.12648489224167198,-0.5604272160946548,2.8153957512270944,-1.7736991023777462,-0.02931009956130845,0
B09_S13,batch_09,1.2824085950920059,-0.3169972095777929,0.8500638678038885,-0.11277215715902456,1.7326116363510482,1.3919142692520616,1
B09_S14,batch_09,0.9917222839934697,-0.6224551804756328,0.8184561362173983,0.6560042804741592,0.22785854052631474,0.04647038713847507,1
B09_S15,batch_09,0.2178941422693222,-0.727239537694217,1.1679728176161808,2.1823692170262774,1.6814189713813563,-0.5581853298879214,1
B09_S16,batch_09,0.9632706470494017,0.33694188923493795,-0.22832003802593093,0.2203021506189753,1.418305956512789,1.0373204140500112,1
B09_S17,batch_09,-0.6885165951385471,1.0855102240417043,-1.3867520490958491,1.7884143770508996,1.2418230817521816,0.12471590868967251,0
B09_S18,batch_09,-0.9277993581129719,1.4182908316541023,-0.7012442971718436,-1.011111373374866,0.71764878686114,0.9016771591669955,0
B10_S01,batch_10,-0.3096180593662879,0.613073004568017,-0.6654615396623788,1.1527160095129616,0.03455370487210206,0.2786148294070168,0
B10_S02,batch_10,-1.0793030683129856,-1.4852176788003795,0.0863226387303293,1.4699419344964368,-1.3356342572374695,1.6190167347686275,0
B10_S03,batch_10,-1.119660387250031,0.03909027695011025,1.7349932329229536,1.1962302311402573,-0.24551642007911792,1.1571449384162367,1
B10_S04,batch_10,1.3705547698046938,-1.2241430043380672,-1.9015422439581697,-0.4451137383286019,0.9575425147192801,-0.6410319568473639,1
B10_S05,batch_10,0.18855488432214085,-0.22447170556813395,-0.05481711443821269,-1.3512489488010706,0.5255768308265197,0.8061678231238796,1
B10_S06,batch_10,-0.426214376802036,0.34715370170132104,-1.9507397765595371,0.12481125369179033,-0.35437112415564653,0.834604994978037,0
B10_S07,batch_10,1.5818067124365982,0.8660172322424673,-1.1378757411527698,0.7821709081416667,0.16159537123516024,-0.9692345335129986,0
B10_S08,batch_10,0.004938587078356406,-0.05327311685331132,-2.1827631482117655,-0.5309121495750176,-0.849319454896678,0.7451815928969472,0
B10_S09,batch_10,0.13515053944203478,-0.7121427292193021,-0.5050594695413381,0.467567279000349,0.4006408881839366,0.49676750529383906,0
B10_S10,batch_10,1.2374380996193344,-1.0863142214016521,0.3754676799373834,0.445378520819679,-1.1877450201784683,1.1864147420617241,1
B10_S11,batch_10,0.6645911850467975,-0.6674795526574896,-1.4967088447875292,-0.2555452999642909,-0.021004519012361972,0.9364292971142802,1
B10_S12,batch_10,-0.1582270623579535,-0.18336072420370636,-0.8189352639761998,0.12487805154717771,0.36568489534130233,1.2687258840737876,0
B10_S13,batch_10,-0.03347723643921885,-0.0606346626703233,-1.2142996635508987,2.932619545756217,-1.26173085662867,-0.8714985215864666,0
B10_S14,batch_10,0.6798501410629413,-0.35225984895907647,-1.3877034878691412,1.8065931406433817,-0.5880527233991498,-0.6388867758754273,0
B10_S15,batch_10,0.786881216168395,-0.32148626957204807,0.00751407359063494,-1.1578269847656653,-0.23165233069024668,0.6703432750115779,1
B10_S16,batch_10,-1.2907268621086752,-1.4599324516206438,-1.074779539000318,-1.0994998561213907,-0.576702479498459,2.155587351864211,0
B10_S17,batch_10,-0.8503703815108847,-1.5408256370877214,1.8049287484943908,1.4125832704438042,-0.2846498692790449,0.3428392332950324,1
B10_S18,batch_10,0.4232947717660339,0.47327950175820727,-0.8441095141544914,0.047077437815536055,1.7263691808439732,0.30343471507420605,0
B11_S01,batch_11,0.851483223896393,0.1468702538578154,1.4583603961297589,-1.1318089810250955,0.8054534992766962,0.10922360066795933,1
B11_S02,batch_11,-0.050582743494061,1.2049796195041498,0.42792369539895525,-1.4718235256375294,-1.3670268206678866,-1.1020211943069427,1
B11_S03,batch_11,1.7787381366771187,-0.15929066773402656,0.8351437691676774,0.16156728491067912,-2.0840489482961413,-0.2169840929147415,1
B11_S04,batch_11,-1.9952596076623081,1.0541890858800373,1.150819576559375,-0.7087918802017132,-0.4132371334350801,-0.5185974189957252,0
B11_S05,batch_11,-0.7239957433718506,2.929410622243775,0.9387135805227055,-0.9412136553224708,-0.15720330997486753,0.33400401875618646,0
B11_S06,batch_11,0.35644838026092746,-0.6497678463146813,0.19306155057282864,-0.10495509527065067,-0.978993262147866,-0.37997636042161553,1
B11_S07,batch_11,1.0432530021970385,2.3517926929143638,0.6008588591563625,-0.26032699485104904,-3.427723785806582,-1.6727417271753908,1
B11_S08,batch_11,0.5346521394630599,0.13415708976208468,3.7089480753623296,-0.03332572409489687,0.20906758668061853,-1.7244826404370643,1
B11_S09,batch_11,-0.761666100328698,-0.5882217329113794,1.3416840576250402,1.326734636756855,-0.9267455729339036,0.09748670777086035,0
B11_S10,batch_11,-0.16025356167617827,1.0167448001599468,1.4439196607438014,-1.437490634597771,0.9868049240667778,0.023762873992721728,1
B11_S11,batch_11,-0.11992848360389863,-0.5908178238615036,1.2802719982224888,1.377872896634258,-0.23771022810475123,-1.540815387446664,0
B11_S12,batch_11,-0.3696071813863088,1.1531503560596787,-0.7783528565309761,-0.9285852367990237,0.7948267041105908,-0.7336539113303225,0
B11_S13,batch_11,-0.0851118357845567,-1.98104688605632,-1.4515969549457326,0.04194195949367363,0.4733635906356106,-0.14706029407973836,1
B11_S14,batch_11,1.011764046861214,1.1221270103121805,0.8055578670160619,0.4137043885125247,-0.24210146355641543,0.00010614254298635384,1
B11_S15,batch_11,-1.3021182832427705,0.4982532966389561,1.3898903139661392,-1.7369204153924749,-2.110504115307007,-0.9786037812542006,1
B11_S16,batch_11,0.26637336565290415,0.1836373127580572,0.4303373837425025,0.18181020070768356,2.3342648825047423,2.005060756455301,1
B11_S17,batch_11,-0.7757715136177323,2.1154905964216226,1.1201709446183394,-1.2177019237508164,-1.8745998849658574,-0.8116688873269181,1
B11_S18,batch_11,-0.7609649564573164,-0.4558131453930625,0.7321210049513979,-1.6480905867118765,-2.8288577358764693,-0.2931736079040651,1
B12_S01,batch_12,0.8774271324564604,-0.818926090865731,0.5664187655066972,-0.33943262164202315,0.056451101227544154,1.0559766261135706,1
